months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,fraud_flag,reviews
434,52,851572,05/29/14,IN,250/500,2000,1293.06,0,566964,MALE,Masters,armed-forces,camping,other-relative,54042,-62290,08/04/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,OH,Columbus,4303 4th St,20,2,NO,2,2,?,26930,6542,2225,18163,Chevrolet,A5,2010,N,0,
359,50,887418,05/08/07,NY,250/500,1000,1271.52,0,671711,MALE,High School,priv-house-serv,reading,husband,11411,-34551,01/07/15,Multi-vehicle Collision,?,Minor Damage,Police,OH,Northbend,4375 4th St,20,1,YES,1,1,YES,43579,10267,10795,22517,Saab,RAM,2014,N,0,
335,47,366088,11/04/09,SC,250/500,2000,1993.93,5000000,589555,FEMALE,Masters,tech-support,golf,other-relative,55355,-62116,06/09/14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,IN,Hillsdale,9436 3rd Hwy,22,3,YES,2,0,YES,46146,6260,7160,32726,Audi,RSX,1998,N,0,
181,66,634538,09/21/11,IN,250/500,1000,1371.45,0,649302,FEMALE,High School,protective-serv,reading,other-relative,67693,-34497,06/07/14,Vehicle Theft,Front Collision,Major Damage,Police,IL,Columbus,5840 2nd Drive,11,2,NO,0,1,NO,60653,3359,6889,50405,Audi,A5,2009,N,0,
182,58,887154,07/23/93,SC,100/300,500,1608.87,4000000,485465,MALE,Masters,sales,sleeping,own-child,70171,-10138,11/04/15,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,3206 1st Ave,14,3,YES,2,3,YES,50248,6619,4960,38669,Ford,F150,1998,N,0,
191,54,521379,09/15/01,WV,500/1000,500,1810.74,4000000,411929,FEMALE,High School,priv-house-serv,sleeping,wife,74779,-21208,11/08/15,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Riverwood,9553 2nd Drive,22,2,?,2,3,YES,13305,2222,986,10097,Honda,E400,2013,N,0,
115,76,212464,06/21/04,IL,500/1000,2000,846.54,5000000,567998,MALE,Masters,protective-serv,golf,own-child,69746,-56554,09/08/14,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Springfield,7301 3rd Hwy,5,2,YES,2,3,YES,2537,301,260,1976,Audi,E400,2004,N,0,
353,36,608065,04/21/95,IL,250/500,2000,1385.79,0,680380,FEMALE,Masters,protective-serv,dancing,unmarried,61609,-27128,06/15/15,Single Vehicle Collision,?,Minor Damage,Other,WV,Arlington,9782 1st Ave,16,1,NO,1,1,YES,32519,7105,1946,23468,Nissan,Highlander,2000,N,0,
199,52,574234,01/30/02,OH,100/300,1000,1596.72,4000000,556696,FEMALE,Masters,sales,camping,other-relative,36974,-33405,06/02/15,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Riverwood,8299 1st Ave,12,3,NO,1,0,YES,51040,9875,9838,31327,Ford,E400,1997,N,0,
481,23,935690,09/10/97,VA,100/300,2000,965.24,3000000,460991,MALE,High School,protective-serv,camping,unmarried,17881,-60847,09/13/15,Single Vehicle Collision,Front Collision,Major Damage,Police,IN,Riverwood,3061 1st Ave,7,2,?,0,2,YES,55104,3906,12690,38508,Saab,F150,2013,N,0,
288,38,799655,05/02/96,IL,100/300,500,1505.26,0,658449,MALE,Associate,protective-serv,skydiving,husband,20158,-76479,07/21/14,Parked Car,Front Collision,Minor Damage,Police,IL,Northbend,8164 3rd Hwy,1,3,?,0,3,YES,31141,6139,3559,21443,Ford,Civic,2008,N,0,
150,61,215210,03/21/97,OH,250/500,2000,1936.11,0,674807,FEMALE,PhD,priv-house-serv,golf,unmarried,24020,-79101,10/28/14,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Riverwood,2629 3rd Hwy,12,2,YES,2,1,YES,35895,7713,3036,25146,Honda,Tahoe,2010,N,0,
383,20,765857,07/05/93,VA,100/300,1000,1479.26,6000000,446826,MALE,Masters,machine-op-inspct,skydiving,own-child,14727,-55374,09/15/14,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,IN,Hillsdale,9678 5th Ridge,12,1,NO,0,2,NO,52896,3158,4956,44782,Nissan,Tahoe,2009,N,0,
229,50,773853,01/17/10,VA,250/500,1000,1597.45,0,433136,FEMALE,PhD,protective-serv,golf,unmarried,3727,-31333,02/04/14,Multi-vehicle Collision,Front Collision,Total Loss,Police,IL,Columbus,1466 1st Ave,3,2,NO,0,0,NO,57488,9118,8216,40154,Chevrolet,Tahoe,1997,N,0,
479,57,694732,01/25/04,SC,250/500,500,1398.35,3000000,652200,FEMALE,High School,tech-support,camping,unmarried,65092,-13238,01/13/14,Vehicle Theft,Front Collision,Major Damage,,NC,Arlington,2308 5th Ridge,22,3,NO,1,2,NO,55391,9454,4049,41888,Ford,RSX,1996,N,0,
400,23,630935,04/03/13,IL,250/500,2000,964.29,0,494062,MALE,Masters,sales,dancing,own-child,71680,-78492,03/10/14,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,6802 Elm Lane,9,1,NO,0,3,YES,86367,10015,16685,59667,Mercedes,Civic,2004,N,0,
436,44,608616,11/02/13,NC,100/300,1000,1022.27,5000000,421699,FEMALE,Associate,machine-op-inspct,board-games,unmarried,17544,-10606,01/25/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,OH,Arlington,5495 2nd Drive,5,3,YES,0,2,YES,32045,2192,6449,23404,Nissan,A5,2011,N,0,
484,21,538565,01/01/91,IL,250/500,1000,881.15,4000000,570051,FEMALE,PhD,armed-forces,board-games,wife,4929,-75963,04/16/14,Vehicle Theft,Front Collision,Major Damage,Fire,NY,Springfield,9288 3rd Hwy,9,2,NO,0,2,YES,25140,2786,5227,17127,Toyota,95,2012,N,0,
394,77,298313,11/06/09,NY,250/500,1000,1867.59,6000000,467693,MALE,MD,machine-op-inspct,board-games,own-child,43701,-13872,07/11/14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,2857 1st Ave,1,1,YES,1,2,?,17214,1042,3192,12980,Saab,F150,2003,N,0,
471,76,810630,08/11/92,NY,250/500,1000,1137.42,4000000,644461,MALE,Masters,priv-house-serv,golf,unmarried,14828,-54691,02/19/14,Single Vehicle Collision,Side Collision,Total Loss,Other,IN,Arlington,3342 5th Ridge,23,2,YES,1,3,YES,46914,5716,4706,36492,Accura,Camry,1995,N,0,
450,54,314610,12/13/93,WV,500/1000,1000,911.31,0,481553,MALE,Associate,tech-support,golf,husband,6522,-39587,03/10/14,Multi-vehicle Collision,Side Collision,Total Loss,,OH,Riverwood,7960 1st Ave,4,2,YES,2,3,NO,43116,9856,8255,25005,Mercedes,F150,2002,N,0,
76,24,638576,08/27/91,IL,250/500,1000,903.5,6000000,513574,FEMALE,Associate,protective-serv,board-games,unmarried,26115,-41937,12/16/14,Parked Car,Front Collision,Major Damage,Ambulance,VA,Columbus,7700 2nd Drive,9,2,YES,1,1,YES,56617,12008,5927,38682,Ford,92x,1998,N,0,
348,57,108384,01/05/12,VA,250/500,2000,876.84,4000000,610282,FEMALE,PhD,machine-op-inspct,sleeping,unmarried,6607,-11355,01/21/14,Vehicle Theft,Rear Collision,Major Damage,Police,NC,Riverwood,7309 Maple Drive,7,2,NO,0,1,NO,115296,20246,8519,86531,Ford,Tahoe,2001,Y,1,
278,66,424974,10/12/03,NC,500/1000,2000,1436.35,0,542624,MALE,PhD,sales,reading,unmarried,69706,-42212,12/07/14,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Northbend,9425 3rd Hwy,16,3,YES,0,2,YES,10587,1555,2589,6443,Saab,95,2002,N,0,
472,57,503430,10/08/95,NC,250/500,1000,828.33,5000000,518395,MALE,Associate,sales,dancing,unmarried,6848,-8167,07/23/14,Single Vehicle Collision,Side Collision,Minor Damage,Other,IN,Springfield,1973 1st Ave,9,3,YES,1,0,NO,69622,14336,4985,50301,Accura,Camry,2005,N,0,
378,66,650175,11/26/08,IL,250/500,500,1286.35,0,571184,FEMALE,PhD,exec-managerial,golf,wife,34431,-37554,11/04/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,IN,Hillsdale,3134 4th St,22,1,YES,2,3,YES,38628,5509,5837,27282,Accura,92x,1996,N,0,
257,51,338817,03/28/11,IN,100/300,2000,1525.64,6000000,422201,FEMALE,High School,exec-managerial,dancing,other-relative,56193,-14256,05/11/15,Multi-vehicle Collision,?,Minor Damage,Ambulance,NC,Columbus,2409 3rd Hwy,15,2,NO,2,1,YES,61386,3395,12528,45463,Dodge,F150,2007,N,0,
318,73,650215,04/27/96,SC,250/500,500,1063.57,5000000,562512,MALE,High School,sales,golf,wife,12767,-77656,02/19/15,Single Vehicle Collision,Front Collision,Total Loss,,NY,Northbend,5400 4th St,2,3,NO,2,2,YES,23681,3883,3395,16403,Mercedes,A3,2000,N,0,
46,42,316733,01/17/14,OH,500/1000,2000,1510.36,4000000,533135,FEMALE,PhD,protective-serv,camping,unmarried,77400,-31007,08/24/15,Vehicle Theft,Rear Collision,Major Damage,,IN,Columbus,3588 5th Ridge,9,3,?,0,2,YES,22163,4339,2519,15305,Honda,Camry,2005,N,0,Customer care promised callbacks never happened.
177,79,764934,10/22/13,IN,250/500,1000,1747.21,5000000,482876,MALE,PhD,exec-managerial,sleeping,unmarried,72912,-2775,03/15/14,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,IL,Columbus,4485 Elm Lane,20,2,?,2,3,YES,87404,9839,12389,65176,Nissan,RSX,1995,N,0,Not worth money paid in premiums.
365,46,674676,11/06/01,IN,100/300,2000,1262.14,5000000,618840,MALE,Associate,armed-forces,board-games,wife,17673,-73758,02/28/15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,5002 1st Ave,5,2,YES,0,0,YES,40176,2434,6813,30929,Dodge,A5,2001,N,0,
215,78,829330,09/04/94,IL,250/500,1000,1373.08,0,586265,FEMALE,PhD,protective-serv,skydiving,wife,60496,-41867,11/01/15,Single Vehicle Collision,Side Collision,Major Damage,Police,IL,Springfield,1917 2nd Drive,9,1,NO,2,1,YES,11876,2556,2372,6948,Accura,A3,2001,N,0,Surveyor unprofessional and biased during claim assessment.
474,60,241172,04/23/08,IL,250/500,500,1106.83,3000000,407506,FEMALE,High School,exec-managerial,sleeping,unmarried,18567,-60914,06/06/14,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,8986 4th St,20,3,NO,0,3,NO,67619,14911,5397,47311,Accura,Civic,2014,N,0,
328,42,540598,10/15/08,OH,250/500,2000,1637.91,5000000,559818,FEMALE,Masters,sales,golf,unmarried,24547,-38927,06/28/15,Multi-vehicle Collision,Front Collision,Minor Damage,,WV,Riverwood,1038 4th St,8,3,NO,0,3,NO,4026,331,648,3047,Toyota,95,2013,N,0,
16,32,312854,06/07/02,OH,100/300,2000,1479.76,5000000,596876,MALE,High School,protective-serv,dancing,husband,76574,-18865,01/02/14,Vehicle Theft,?,Major Damage,Ambulance,NY,Hillsdale,4182 1st Ave,1,1,YES,0,0,?,31866,2496,4171,25199,Accura,95,1995,N,0,
80,73,897227,03/06/09,IL,500/1000,500,1102.37,5000000,417713,MALE,PhD,sales,golf,husband,13799,-30479,05/18/15,Multi-vehicle Collision,Rear Collision,Major Damage,Police,WV,Springfield,1245 Maple Drive,13,2,YES,1,1,NO,45210,10773,7902,26535,Mercedes,Pathfinder,2014,N,0,
311,29,771835,01/22/01,NC,250/500,2000,1669.02,4000000,633776,FEMALE,Associate,armed-forces,reading,wife,35671,-65783,02/21/15,Vehicle Theft,Side Collision,Minor Damage,,OH,Columbus,4473 5th Ridge,19,3,YES,0,1,NO,59768,4672,3522,51574,Toyota,F150,2006,Y,1,
397,76,880714,11/05/12,IN,100/300,2000,985.83,6000000,483972,FEMALE,PhD,sales,bungie-jumping,husband,24930,-57760,02/08/14,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,4681 1st Ave,18,2,?,2,0,YES,45574,8369,6169,31036,Nissan,RAM,2005,N,0,
153,73,457325,05/09/02,IN,100/300,500,1365.24,5000000,675643,FEMALE,High School,tech-support,golf,own-child,41631,-71655,10/31/14,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Hillsdale,4625 Maple Drive,23,1,YES,1,0,NO,21469,4608,4421,12440,Honda,RAM,2005,N,0,
197,57,151193,11/22/91,VA,250/500,500,1419.92,0,581345,MALE,Associate,exec-managerial,dancing,unmarried,73812,-63006,09/23/15,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,8273 5th Ridge,17,3,YES,2,2,YES,76091,11553,18331,46207,Audi,Highlander,1998,Y,1,
202,60,791016,10/02/98,WV,100/300,2000,1442.6,5000000,601810,FEMALE,High School,machine-op-inspct,golf,husband,46216,-52107,11/25/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,NC,Columbus,6885 Maple Drive,2,3,NO,2,3,YES,39933,3703,6568,29662,Dodge,RSX,1995,N,0,
124,53,745052,04/29/10,VA,100/300,1000,978.44,6000000,598729,FEMALE,High School,armed-forces,bungie-jumping,other-relative,42811,-73346,10/14/14,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Hillsdale,6026 4th St,12,1,YES,1,0,YES,21678,4179,1392,16107,Nissan,E400,1997,N,0,
459,72,262448,07/14/99,SC,100/300,500,1206.65,4000000,525486,FEMALE,Associate,sales,camping,other-relative,71814,-58041,09/09/15,Single Vehicle Collision,Side Collision,Minor Damage,Fire,IL,Arlington,7563 1st Ave,21,2,NO,1,2,YES,95070,9198,15592,70280,Accura,Tahoe,2005,N,0,
250,27,271349,08/11/07,NC,250/500,1000,1895.91,3000000,431540,FEMALE,Associate,machine-op-inspct,dancing,unmarried,76524,-2000,06/20/14,Parked Car,?,Minor Damage,Police,IL,Riverwood,7280 Maple Drive,8,1,YES,1,1,YES,13331,1414,2635,9282,Audi,95,2002,N,0,
167,40,444319,11/25/94,WV,250/500,1000,1111.15,0,427770,MALE,Masters,protective-serv,bungie-jumping,other-relative,20321,-19401,02/07/14,Single Vehicle Collision,?,Minor Damage,Fire,OH,Springfield,3675 Maple Drive,7,1,?,1,2,YES,38613,8841,3700,26072,Accura,F150,1997,N,0,
468,39,802142,02/19/97,SC,250/500,500,1241.05,0,602696,MALE,MD,exec-managerial,golf,unmarried,77878,-30610,04/14/14,Multi-vehicle Collision,?,Total Loss,,NC,Arlington,7691 4th St,22,1,YES,2,0,YES,7904,1304,463,6137,Mercedes,92x,1998,N,0,
313,53,659577,10/25/06,IL,100/300,2000,1233.68,0,415001,FEMALE,Masters,exec-managerial,board-games,other-relative,49762,-18096,04/26/14,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Arlington,6681 5th Ridge,10,1,?,1,0,YES,62544,11295,6106,45143,Audi,RSX,1996,N,0,
5,49,517089,07/21/12,OH,250/500,500,1180.6,6000000,688617,MALE,MD,armed-forces,reading,unmarried,5508,-31393,11/16/15,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,WV,Columbus,2565 4th St,0,2,NO,1,3,?,103792,5860,5607,92325,Dodge,Highlander,2009,Y,1,
212,55,623817,05/12/15,VA,250/500,2000,940.76,4000000,520083,MALE,High School,priv-house-serv,reading,unmarried,15308,-31697,03/29/15,Vehicle Theft,?,Minor Damage,,IL,Arlington,9986 Elm Lane,1,3,NO,2,0,YES,88466,8855,11905,67706,Mercedes,Highlander,2012,Y,1,
338,36,348323,07/18/90,OH,100/300,500,1380.13,4000000,514796,MALE,High School,tech-support,bungie-jumping,own-child,52974,-3393,05/10/14,Single Vehicle Collision,Front Collision,Major Damage,,IN,Arlington,2018 3rd Hwy,5,3,NO,1,2,YES,50926,12424,4860,33642,Accura,Tahoe,1996,N,0,
463,73,366417,04/03/94,VA,250/500,500,831.29,6000000,558316,MALE,MD,protective-serv,sleeping,wife,10190,-5886,01/02/14,Parked Car,?,Major Damage,Police,NY,Springfield,5513 Elm Lane,11,3,NO,1,3,YES,104278,17547,21034,65697,Chevrolet,Camry,1997,Y,1,
259,37,987389,12/27/04,IN,250/500,1000,1538.29,0,524063,FEMALE,Associate,armed-forces,camping,wife,39078,-14494,07/16/15,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbend,8258 2nd Drive,0,3,NO,0,0,NO,62951,13382,4747,44822,Ford,Highlander,2013,N,0,
184,72,993171,02/28/00,SC,500/1000,2000,1165.89,5000000,479562,FEMALE,Masters,armed-forces,board-games,wife,1093,-49050,12/19/14,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Arlington,4194 2nd Drive,20,3,YES,1,0,NO,58116,11200,5244,41672,Honda,Tahoe,1998,N,0,Claim settlement opaque and unfair.
163,23,972660,09/26/14,NY,500/1000,500,1926.7,5000000,500942,FEMALE,Associate,protective-serv,board-games,unmarried,33263,-21526,01/14/14,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Riverwood,8139 Elm Lane,3,3,?,1,0,YES,115980,19245,21216,75519,Mercedes,A3,2000,Y,1,
50,34,450808,05/10/97,VA,250/500,2000,1240.9,4000000,534106,FEMALE,MD,sales,camping,unmarried,64619,-33484,03/30/14,Multi-vehicle Collision,Front Collision,Total Loss,Other,IN,Northbend,6663 Elm Lane,3,1,?,1,1,?,65514,12692,3698,49124,Dodge,Tahoe,2006,N,0,
46,61,978323,01/28/04,IL,100/300,2000,1133.65,4000000,675415,MALE,Masters,priv-house-serv,dancing,wife,59255,-45062,06/13/14,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Riverwood,7976 Elm Lane,3,1,YES,2,2,?,41236,9125,3031,29080,Mercedes,E400,2010,N,0,
210,78,674777,02/05/10,SC,250/500,1000,1761.27,3000000,508609,FEMALE,Masters,protective-serv,golf,own-child,55976,-20113,06/16/15,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,1635 3rd Hwy,7,1,YES,1,3,YES,38601,5694,9520,23387,Chevrolet,RSX,1998,N,0,
392,33,217385,04/15/08,IL,250/500,2000,1052.8,4000000,532606,MALE,Associate,machine-op-inspct,sleeping,husband,20509,-174,05/02/15,Single Vehicle Collision,Side Collision,Minor Damage,,NC,Riverwood,7350 4th St,2,1,NO,2,0,YES,35764,7339,4466,23959,Accura,Tahoe,2003,N,0,Paid years but claim rejected.
203,41,250284,05/19/99,IN,250/500,1000,1955.74,6000000,679980,MALE,MD,sales,skydiving,unmarried,70715,-59035,04/10/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,IL,Columbus,8764 3rd Hwy,2,2,YES,1,0,YES,64028,12234,10565,41229,Ford,Highlander,2001,N,0,
70,76,458111,04/18/10,IN,100/300,2000,835.8,4000000,496444,FEMALE,Masters,sales,camping,husband,9445,-33705,03/29/15,Parked Car,Front Collision,Minor Damage,,IL,Arlington,4578 5th Ridge,5,2,NO,2,2,YES,40091,8400,4194,27497,Dodge,F150,2003,N,0,
442,55,256073,02/11/90,WV,250/500,1000,1132.07,5000000,562809,FEMALE,Associate,armed-forces,golf,other-relative,62346,-34421,08/16/15,Single Vehicle Collision,Front Collision,Major Damage,,NY,Hillsdale,2495 1st Ave,3,1,YES,0,0,NO,4761,273,353,4135,Honda,Pathfinder,2011,N,0,
407,58,400780,03/26/92,SC,100/300,2000,1680.96,6000000,612098,MALE,MD,armed-forces,golf,unmarried,13003,-41915,10/23/15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,OH,Riverwood,1482 1st Ave,9,1,YES,2,1,YES,100409,22066,16901,61442,Accura,RAM,2008,N,0,
166,79,112365,02/23/98,OH,500/1000,2000,807.81,6000000,583398,FEMALE,Masters,sales,reading,unmarried,65899,-56633,02/24/15,Vehicle Theft,?,Major Damage,Other,IN,Springfield,1208 2nd Drive,11,1,NO,0,2,?,8698,1372,1745,5581,Saab,A5,2010,N,0,
169,77,270765,02/23/11,SC,100/300,500,1323.05,0,401946,FEMALE,Associate,priv-house-serv,reading,other-relative,47805,-47861,10/26/14,Vehicle Theft,Side Collision,Major Damage,,OH,Riverwood,8391 Elm Lane,10,1,NO,2,1,YES,99693,8786,19220,71687,Honda,92x,2014,N,0,
147,43,313822,05/17/02,IL,250/500,1000,1921.63,0,467570,FEMALE,High School,protective-serv,bungie-jumping,other-relative,7852,-75627,10/17/15,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,6232 5th Ridge,9,3,YES,2,1,NO,31179,3616,4075,23488,Chevrolet,Camry,1998,N,0,
73,54,324638,08/10/92,WV,500/1000,1000,1498.34,0,423340,FEMALE,High School,armed-forces,dancing,own-child,18820,-43971,11/20/15,Vehicle Theft,Front Collision,Minor Damage,Police,OH,Springfield,4194 2nd Drive,3,2,NO,0,1,?,103696,12987,6227,84482,Chevrolet,Pathfinder,2002,Y,1,
204,57,279674,02/16/94,OH,250/500,1000,1338.45,0,627940,MALE,Masters,armed-forces,reading,unmarried,11005,-36183,04/10/14,Single Vehicle Collision,?,Total Loss,Ambulance,NY,Columbus,9228 Elm Lane,7,2,NO,2,1,?,117469,15050,28804,73615,Nissan,A3,2002,Y,1,
237,68,692024,12/31/91,SC,250/500,1000,1581.52,0,401889,MALE,Masters,tech-support,board-games,other-relative,49367,-51330,10/29/14,Multi-vehicle Collision,Rear Collision,Major Damage,Police,IN,Springfield,6863 Maple Drive,9,3,?,2,3,NO,77934,18647,16861,42426,Ford,Camry,1999,N,0,
345,79,815578,07/09/94,NY,250/500,500,1182.1,4000000,418239,FEMALE,High School,protective-serv,sleeping,unmarried,31697,-65819,07/05/14,Single Vehicle Collision,Side Collision,Major Damage,Police,IL,Hillsdale,1020 2nd Drive,4,2,NO,0,2,YES,42973,3704,5374,33895,Saab,E400,2011,N,0,
90,30,668882,11/22/12,OH,250/500,1000,1296.84,0,474404,FEMALE,Associate,machine-op-inspct,reading,own-child,56630,-78588,08/24/15,Single Vehicle Collision,Rear Collision,Minor Damage,,WV,Northbend,5015 1st Ave,23,2,NO,2,1,YES,96464,20370,12549,63545,Mercedes,Highlander,2004,N,0,
211,57,259894,10/10/93,VA,500/1000,500,1385.04,5000000,461068,FEMALE,PhD,exec-managerial,board-games,own-child,48523,-11524,02/11/15,Single Vehicle Collision,Side Collision,Total Loss,Police,IN,Columbus,6374 Maple Drive,0,1,?,0,0,NO,42328,3176,5773,33379,Mercedes,Highlander,2013,N,0,Terms unfair favor company.
6,39,790233,02/06/00,IN,500/1000,500,971.79,6000000,583203,FEMALE,MD,tech-support,bungie-jumping,other-relative,77184,-44500,08/13/15,Single Vehicle Collision,?,Minor Damage,,NY,Hillsdale,3005 Maple Drive,6,3,?,2,1,YES,51995,3256,4204,44535,Mercedes,RSX,2003,N,0,
261,58,433648,03/31/12,NY,500/1000,500,1022.76,6000000,680059,FEMALE,PhD,armed-forces,reading,own-child,51916,-29272,06/04/14,Vehicle Theft,Front Collision,Major Damage,Ambulance,OH,Northbend,6827 2nd Drive,12,1,YES,1,2,?,20751,4841,4424,11486,Accura,RSX,2003,N,0,
208,30,501568,07/11/96,VA,100/300,1000,1967.04,4000000,488536,FEMALE,Masters,priv-house-serv,reading,unmarried,60155,-78643,08/07/14,Multi-vehicle Collision,?,Major Damage,Other,SC,Arlington,8131 2nd Drive,23,2,NO,1,1,YES,28294,2224,5714,20356,Nissan,Pathfinder,2014,N,0,
355,66,933698,10/27/94,WV,250/500,500,841.92,6000000,652527,MALE,High School,protective-serv,bungie-jumping,wife,63294,-63025,12/13/14,Single Vehicle Collision,Front Collision,Total Loss,Police,IN,Hillsdale,2140 4th St,14,2,YES,1,3,YES,104896,13690,9534,81672,Nissan,RAM,2004,Y,1,
287,70,379035,10/09/00,NC,250/500,2000,1032.91,5000000,598037,FEMALE,MD,armed-forces,camping,unmarried,1122,-57344,08/21/14,Vehicle Theft,Front Collision,Major Damage,Other,SC,Columbus,4173 4th St,22,3,YES,0,2,YES,94976,21552,16095,57329,Toyota,E400,2006,Y,1,
14,66,444782,03/20/03,IL,250/500,1000,1692.64,6000000,618008,MALE,High School,protective-serv,bungie-jumping,wife,63430,-17091,07/02/14,Multi-vehicle Collision,?,Major Damage,Police,NC,Springfield,2992 1st Ave,4,2,NO,2,0,YES,3350,624,707,2019,Ford,F150,2005,N,0,
68,67,508913,09/26/00,IN,500/1000,1000,1211.42,0,681563,FEMALE,MD,protective-serv,board-games,unmarried,55434,-68056,08/18/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,OH,Springfield,6249 1st Ave,18,3,YES,0,2,YES,75781,6982,17721,51078,Honda,Pathfinder,2009,Y,1,
67,76,242106,03/27/99,SC,100/300,500,1987.75,5000000,661709,FEMALE,PhD,armed-forces,golf,other-relative,51486,-58745,11/01/14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,IL,Columbus,9351 4th St,6,2,?,2,0,YES,7213,973,1217,5023,Dodge,Pathfinder,2005,N,0,Agent was pushy and misrepresented benefits.
412,27,580305,04/18/92,OH,100/300,2000,835.29,0,532197,FEMALE,PhD,protective-serv,skydiving,wife,61846,-51069,12/09/14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,IL,Springfield,7596 Elm Lane,6,2,NO,0,2,NO,5029,306,1130,3593,Accura,92x,1997,N,0,
362,58,899186,08/22/15,NY,250/500,500,1275.91,6000000,467630,MALE,Associate,sales,skydiving,wife,16676,-26788,05/05/15,Parked Car,?,Major Damage,Police,OH,Hillsdale,2314 4th St,12,1,NO,2,1,YES,98766,11094,21003,66669,Saab,92x,2013,N,0,
81,54,548738,03/22/91,NY,100/300,2000,850.39,0,506743,FEMALE,MD,tech-support,camping,wife,44397,-15291,08/17/15,Vehicle Theft,Rear Collision,Total Loss,Police,SC,Hillsdale,5633 5th Ridge,3,3,YES,2,0,YES,10469,1507,2612,6350,Dodge,Highlander,2002,N,0,
453,33,246452,08/03/08,SC,100/300,1000,1472.71,6000000,647569,MALE,High School,sales,bungie-jumping,wife,30218,-59977,01/01/15,Single Vehicle Collision,Side Collision,Minor Damage,,IL,Arlington,7473 5th Ridge,2,3,NO,0,1,NO,25996,4585,6380,15031,Audi,A3,2012,N,0,
265,62,165893,08/25/15,WV,250/500,1000,926.3,0,415774,MALE,High School,sales,camping,own-child,28302,-25032,07/02/15,Multi-vehicle Collision,?,Minor Damage,Police,NY,Springfield,7292 4th St,21,2,NO,1,3,YES,58535,3554,5812,49169,Nissan,95,2014,N,0,
433,21,949397,07/01/02,OH,100/300,500,1522.85,4000000,536679,FEMALE,High School,priv-house-serv,bungie-jumping,other-relative,34292,-63997,10/25/15,Multi-vehicle Collision,Rear Collision,Total Loss,Police,IN,Springfield,4603 3rd Hwy,15,2,NO,1,2,YES,17586,1254,2089,14243,Dodge,Civic,2002,N,0,
104,42,594594,02/26/92,OH,100/300,1000,1616.48,5000000,482363,FEMALE,Associate,exec-managerial,dancing,husband,57214,-73723,11/18/15,Single Vehicle Collision,?,Minor Damage,Other,NY,Columbus,8172 4th St,3,2,YES,2,2,?,28560,5460,5189,17911,Ford,RAM,2005,N,0,Company makes excuses paying.
353,22,952992,08/16/13,WV,250/500,2000,1271.8,3000000,625308,MALE,PhD,priv-house-serv,board-games,husband,28833,-3442,05/01/15,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,9249 5th Ridge,9,2,YES,1,2,NO,88665,15714,20914,52037,Nissan,92x,1999,Y,1,
